Station Name,model and version,XL2 S/N
Tazon_DW0317,Sutron XLink 500 Version 8.35 Build 17:45:51 09/23/2020 revision 3369,1911380
Label,Meas Type,Slope,Offset,Equation
PT Level,SDI-12,1.000000,0.150000,Off
PT Flow cfs,Meta,1.000000,0.000000,Off
11/10/2020,05:35:10,RS232 Disconnected,0,,G
11/10/2020,05:35:00,Vel_950,4.84,fps,G
11/10/2020,05:40:00,PT Level,0.12,in,G
11/10/2020,05:40:00,PT Flow cfs,0.320,gpm,G
11/10/2020,05:40:04,RS232 Connected,0,,G
11/10/2020,05:40:00,Level_950,0.10,in,G
11/10/2020,05:40:00,Flow_950,0.29,cfs,G
11/10/2020,05:40:10,RS232 Disconnected,0,,G
11/10/2020,05:40:00,Vel_950,4.84,fps,G
11/10/2020,05:45:00,PT Level,0.11,in,G
11/10/2020,05:45:00,PT Flow cfs,0.255,gpm,G
11/10/2020,05:45:04,RS232 Connected,0,,G
11/10/2020,05:45:00,Level_950,0.10,in,G
11/10/2020,05:45:00,Flow_950,0.29,cfs,G
11/10/2020,05:45:10,RS232 Disconnected,0,,G
11/10/2020,05:45:00,Vel_950,4.84,fps,G
11/10/2020,05:50:00,PT Level,0.11,in,G
11/10/2020,05:50:00,PT Flow cfs,0.255,gpm,G
11/10/2020,05:50:04,RS232 Connected,0,,G
11/10/2020,05:50:00,Level_950,0.10,in,G
11/10/2020,05:50:00,Flow_950,0.29,cfs,G
11/10/2020,05:50:10,RS232 Disconnected,0,,G
11/10/2020,05:50:00,Vel_950,4.84,fps,G
11/10/2020,05:55:00,PT Level,0.15,in,G
11/10/2020,05:55:00,PT Flow cfs,0.515,gpm,G
11/10/2020,05:55:04,RS232 Connected,0,,G
11/10/2020,05:55:00,Level_950,0.10,in,G
11/10/2020,05:55:00,Flow_950,0.29,cfs,G
11/10/2020,05:55:10,RS232 Disconnected,0,,G
11/10/2020,05:55:00,Vel_950,4.84,fps,G
11/10/2020,06:00:00,PT Level,0.15,in,G
11/10/2020,06:00:00,PT Flow cfs,0.515,gpm,G
11/10/2020,06:00:04,RS232 Connected,0,,G
11/10/2020,06:00:00,Battery_950,12.58,V,G
11/10/2020,06:00:00,Level_950,0.10,in,G
11/10/2020,06:00:00,Flow_950,0.29,cfs,G
11/10/2020,06:00:13,RS232 Disconnected,0,,G
11/10/2020,06:00:00,Vel_950,4.84,fps,G
11/10/2020,06:05:00,PT Level,0.14,in,G
11/10/2020,06:05:00,PT Flow cfs,0.450,gpm,G
11/10/2020,06:05:04,RS232 Connected,0,,G
11/10/2020,06:05:00,Level_950,0.10,in,G
11/10/2020,06:05:00,Flow_950,0.29,cfs,G
11/10/2020,06:05:10,RS232 Disconnected,0,,G
11/10/2020,06:05:00,Vel_950,4.84,fps,G
11/10/2020,06:10:00,PT Level,0.15,in,G
11/10/2020,06:10:00,PT Flow cfs,0.515,gpm,G
11/10/2020,06:10:04,RS232 Connected,0,,G
11/10/2020,06:10:00,Level_950,0.10,in,G
11/10/2020,06:10:00,Flow_950,0.29,cfs,G
11/10/2020,06:10:10,RS232 Disconnected,0,,G
11/10/2020,06:10:00,Vel_950,4.84,fps,G
11/10/2020,06:15:00,PT Level,0.14,in,G
11/10/2020,06:15:00,PT Flow cfs,0.450,gpm,G
11/10/2020,06:15:04,RS232 Connected,0,,G
11/10/2020,06:15:00,Level_950,0.10,in,G
11/10/2020,06:15:00,Flow_950,0.29,cfs,G
11/10/2020,06:15:10,RS232 Disconnected,0,,G
11/10/2020,06:15:00,Vel_950,4.84,fps,G
11/10/2020,06:20:00,PT Level,0.14,in,G
11/10/2020,06:20:00,PT Flow cfs,0.450,gpm,G
11/10/2020,06:20:04,RS232 Connected,0,,G
11/10/2020,06:20:00,Level_950,0.10,in,G
11/10/2020,06:20:00,Flow_950,0.29,cfs,G
11/10/2020,06:20:10,RS232 Disconnected,0,,G
11/10/2020,06:20:00,Vel_950,4.84,fps,G
11/10/2020,06:25:00,PT Level,0.14,in,G
11/10/2020,06:25:00,PT Flow cfs,0.450,gpm,G
11/10/2020,06:25:04,RS232 Connected,0,,G
11/10/2020,06:25:00,Level_950,0.10,in,G
11/10/2020,06:25:00,Flow_950,0.29,cfs,G
11/10/2020,06:25:10,RS232 Disconnected,0,,G
11/10/2020,06:25:00,Vel_950,4.84,fps,G
11/10/2020,06:30:00,PT Level,0.14,in,G
11/10/2020,06:30:00,PT Flow cfs,0.450,gpm,G
11/10/2020,06:30:04,RS232 Connected,0,,G
11/10/2020,06:30:00,Level_950,0.10,in,G
11/10/2020,06:30:00,Flow_950,0.29,cfs,G
11/10/2020,06:30:10,RS232 Disconnected,0,,G
11/10/2020,06:30:00,Vel_950,4.84,fps,G
11/10/2020,06:35:00,PT Level,0.13,in,G
11/10/2020,06:35:00,PT Flow cfs,0.385,gpm,G
11/10/2020,06:35:04,RS232 Connected,0,,G
11/10/2020,06:35:00,Level_950,0.10,in,G
11/10/2020,06:35:00,Flow_950,0.29,cfs,G
11/10/2020,06:35:10,RS232 Disconnected,0,,G
11/10/2020,06:35:00,Vel_950,4.84,fps,G
11/10/2020,06:40:00,PT Level,0.14,in,G
11/10/2020,06:40:00,PT Flow cfs,0.450,gpm,G
11/10/2020,06:40:04,RS232 Connected,0,,G
11/10/2020,06:40:00,Level_950,0.10,in,G
11/10/2020,06:40:00,Flow_950,0.29,cfs,G
11/10/2020,06:40:10,RS232 Disconnected,0,,G
11/10/2020,06:40:00,Vel_950,4.84,fps,G
11/10/2020,06:45:00,PT Level,0.13,in,G
11/10/2020,06:45:00,PT Flow cfs,0.385,gpm,G
11/10/2020,06:45:04,RS232 Connected,0,,G
11/10/2020,06:45:00,Level_950,0.10,in,G
11/10/2020,06:45:00,Flow_950,0.29,cfs,G
11/10/2020,06:45:10,RS232 Disconnected,0,,G
11/10/2020,06:45:00,Vel_950,4.84,fps,G
11/10/2020,06:50:00,PT Level,0.13,in,G
11/10/2020,06:50:00,PT Flow cfs,0.385,gpm,G
11/10/2020,06:50:04,RS232 Connected,0,,G
11/10/2020,06:50:00,Level_950,0.10,in,G
11/10/2020,06:50:00,Flow_950,0.29,cfs,G
11/10/2020,06:50:10,RS232 Disconnected,0,,G
11/10/2020,06:50:00,Vel_950,4.84,fps,G
11/10/2020,06:55:00,PT Level,0.15,in,G
11/10/2020,06:55:00,PT Flow cfs,0.515,gpm,G
11/10/2020,06:55:04,RS232 Connected,0,,G
11/10/2020,06:55:00,Level_950,0.10,in,G
11/10/2020,06:55:00,Flow_950,0.29,cfs,G
11/10/2020,06:55:10,RS232 Disconnected,0,,G
11/10/2020,06:55:00,Vel_950,4.84,fps,G
11/10/2020,07:00:00,PT Level,0.13,in,G
11/10/2020,07:00:00,PT Flow cfs,0.385,gpm,G
11/10/2020,07:00:04,RS232 Connected,0,,G
11/10/2020,07:00:00,Battery_950,12.58,V,G
11/10/2020,07:00:00,Level_950,0.10,in,G
11/10/2020,07:00:00,Flow_950,0.29,cfs,G
11/10/2020,07:00:13,RS232 Disconnected,0,,G
11/10/2020,07:00:00,Vel_950,4.84,fps,G
11/10/2020,07:05:00,PT Level,0.14,in,G
11/10/2020,07:05:00,PT Flow cfs,0.450,gpm,G
11/10/2020,07:05:04,RS232 Connected,0,,G
11/10/2020,07:05:00,Level_950,0.10,in,G
11/10/2020,07:05:00,Flow_950,0.29,cfs,G
11/10/2020,07:05:10,RS232 Disconnected,0,,G
11/10/2020,07:05:00,Vel_950,4.84,fps,G
11/10/2020,07:10:00,PT Level,0.13,in,G
11/10/2020,07:10:00,PT Flow cfs,0.385,gpm,G
11/10/2020,07:10:04,RS232 Connected,0,,G
11/10/2020,07:10:00,Level_950,0.10,in,G
11/10/2020,07:10:00,Flow_950,0.29,cfs,G
11/10/2020,07:10:10,RS232 Disconnected,0,,G
11/10/2020,07:10:00,Vel_950,4.84,fps,G
11/10/2020,07:15:00,PT Level,0.13,in,G
11/10/2020,07:15:00,PT Flow cfs,0.385,gpm,G
11/10/2020,07:15:04,RS232 Connected,0,,G
11/10/2020,07:15:00,Level_950,0.10,in,G
11/10/2020,07:15:00,Flow_950,0.29,cfs,G
11/10/2020,07:15:10,RS232 Disconnected,0,,G
11/10/2020,07:15:00,Vel_950,4.84,fps,G
11/10/2020,07:20:00,PT Level,0.16,in,G
11/10/2020,07:20:00,PT Flow cfs,0.580,gpm,G
11/10/2020,07:20:04,RS232 Connected,0,,G
11/10/2020,07:20:00,Level_950,0.10,in,G
11/10/2020,07:20:00,Flow_950,0.29,cfs,G
11/10/2020,07:20:10,RS232 Disconnected,0,,G
11/10/2020,07:20:00,Vel_950,4.84,fps,G
11/10/2020,07:25:00,PT Level,0.11,in,G
11/10/2020,07:25:00,PT Flow cfs,0.255,gpm,G
11/10/2020,07:25:04,RS232 Connected,0,,G
11/10/2020,07:25:00,Level_950,0.10,in,G
11/10/2020,07:25:00,Flow_950,0.29,cfs,G
11/10/2020,07:25:10,RS232 Disconnected,0,,G
11/10/2020,07:25:00,Vel_950,4.84,fps,G
11/10/2020,07:30:00,PT Level,0.13,in,G
11/10/2020,07:30:00,PT Flow cfs,0.385,gpm,G
11/10/2020,07:30:04,RS232 Connected,0,,G
11/10/2020,07:30:00,Level_950,0.10,in,G
11/10/2020,07:30:00,Flow_950,0.29,cfs,G
11/10/2020,07:30:10,RS232 Disconnected,0,,G
11/10/2020,07:30:00,Vel_950,4.84,fps,G
11/10/2020,07:35:00,PT Level,0.13,in,G
11/10/2020,07:35:00,PT Flow cfs,0.385,gpm,G
11/10/2020,07:35:04,RS232 Connected,0,,G
11/10/2020,07:35:00,Level_950,0.10,in,G
11/10/2020,07:35:00,Flow_950,0.29,cfs,G
11/10/2020,07:35:10,RS232 Disconnected,0,,G
11/10/2020,07:35:00,Vel_950,4.84,fps,G
11/10/2020,07:40:00,PT Level,0.13,in,G
11/10/2020,07:40:00,PT Flow cfs,0.385,gpm,G
11/10/2020,07:40:04,RS232 Connected,0,,G
11/10/2020,07:40:00,Level_950,0.10,in,G
11/10/2020,07:40:00,Flow_950,0.29,cfs,G
11/10/2020,07:40:10,RS232 Disconnected,0,,G
11/10/2020,07:40:00,Vel_950,4.84,fps,G
11/10/2020,07:45:00,PT Level,0.14,in,G
11/10/2020,07:45:00,PT Flow cfs,0.450,gpm,G
11/10/2020,07:45:04,RS232 Connected,0,,G
11/10/2020,07:45:00,Level_950,0.10,in,G
11/10/2020,07:45:00,Flow_950,0.29,cfs,G
11/10/2020,07:45:10,RS232 Disconnected,0,,G
11/10/2020,07:45:00,Vel_950,4.84,fps,G
11/10/2020,07:50:00,PT Level,0.14,in,G
11/10/2020,07:50:00,PT Flow cfs,0.450,gpm,G
11/10/2020,07:50:04,RS232 Connected,0,,G
11/10/2020,07:50:00,Level_950,0.10,in,G
11/10/2020,07:50:00,Flow_950,0.29,cfs,G
11/10/2020,07:50:10,RS232 Disconnected,0,,G
11/10/2020,07:50:00,Vel_950,4.84,fps,G
11/10/2020,07:55:00,PT Level,0.13,in,G
11/10/2020,07:55:00,PT Flow cfs,0.385,gpm,G
11/10/2020,07:55:04,RS232 Connected,0,,G
11/10/2020,07:55:00,Level_950,0.10,in,G
11/10/2020,07:55:00,Flow_950,0.29,cfs,G
11/10/2020,07:55:10,RS232 Disconnected,0,,G
11/10/2020,07:55:00,Vel_950,4.84,fps,G
11/10/2020,08:00:00,PT Level,0.14,in,G
11/10/2020,08:00:00,PT Flow cfs,0.450,gpm,G
11/10/2020,08:00:04,RS232 Connected,0,,G
11/10/2020,08:00:00,Battery_950,12.58,V,G
11/10/2020,08:00:00,Level_950,0.10,in,G
11/10/2020,08:00:00,Flow_950,0.29,cfs,G
11/10/2020,08:00:13,RS232 Disconnected,0,,G
11/10/2020,08:00:00,Vel_950,4.84,fps,G
11/10/2020,08:05:00,PT Level,0.12,in,G
11/10/2020,08:05:00,PT Flow cfs,0.320,gpm,G
11/10/2020,08:05:04,RS232 Connected,0,,G
11/10/2020,08:05:00,Level_950,0.10,in,G
11/10/2020,08:05:00,Flow_950,0.29,cfs,G
11/10/2020,08:05:10,RS232 Disconnected,0,,G
11/10/2020,08:05:00,Vel_950,4.84,fps,G
11/10/2020,08:10:00,PT Level,0.14,in,G
11/10/2020,08:10:00,PT Flow cfs,0.450,gpm,G
11/10/2020,08:10:04,RS232 Connected,0,,G
11/10/2020,08:10:00,Level_950,0.10,in,G
11/10/2020,08:10:00,Flow_950,0.29,cfs,G
11/10/2020,08:10:10,RS232 Disconnected,0,,G
11/10/2020,08:10:00,Vel_950,4.84,fps,G
11/10/2020,08:15:00,PT Level,0.13,in,G
11/10/2020,08:15:00,PT Flow cfs,0.385,gpm,G
11/10/2020,08:15:04,RS232 Connected,0,,G
11/10/2020,08:15:00,Level_950,0.10,in,G
11/10/2020,08:15:00,Flow_950,0.29,cfs,G
11/10/2020,08:15:10,RS232 Disconnected,0,,G
11/10/2020,08:15:00,Vel_950,4.84,fps,G
11/10/2020,08:20:00,PT Level,0.12,in,G
11/10/2020,08:20:00,PT Flow cfs,0.320,gpm,G
11/10/2020,08:20:04,RS232 Connected,0,,G
11/10/2020,08:20:00,Level_950,0.10,in,G
11/10/2020,08:20:00,Flow_950,0.29,cfs,G
11/10/2020,08:20:10,RS232 Disconnected,0,,G
11/10/2020,08:20:00,Vel_950,4.84,fps,G
11/10/2020,08:25:00,PT Level,0.14,in,G
11/10/2020,08:25:00,PT Flow cfs,0.450,gpm,G
11/10/2020,08:25:04,RS232 Connected,0,,G
11/10/2020,08:25:00,Level_950,0.10,in,G
11/10/2020,08:25:00,Flow_950,0.29,cfs,G
11/10/2020,08:25:10,RS232 Disconnected,0,,G
11/10/2020,08:25:00,Vel_950,4.84,fps,G
11/10/2020,08:30:00,PT Level,0.12,in,G
11/10/2020,08:30:00,PT Flow cfs,0.320,gpm,G
11/10/2020,08:30:04,RS232 Connected,0,,G
11/10/2020,08:30:00,Level_950,0.10,in,G
11/10/2020,08:30:00,Flow_950,0.29,cfs,G
11/10/2020,08:30:10,RS232 Disconnected,0,,G
11/10/2020,08:30:00,Vel_950,4.84,fps,G
11/10/2020,08:35:00,PT Level,0.14,in,G
11/10/2020,08:35:00,PT Flow cfs,0.450,gpm,G
11/10/2020,08:35:04,RS232 Connected,0,,G
11/10/2020,08:35:00,Level_950,0.10,in,G
11/10/2020,08:35:00,Flow_950,0.29,cfs,G
11/10/2020,08:35:10,RS232 Disconnected,0,,G
11/10/2020,08:35:00,Vel_950,4.84,fps,G
11/10/2020,08:40:00,PT Level,0.13,in,G
11/10/2020,08:40:00,PT Flow cfs,0.385,gpm,G
11/10/2020,08:40:04,RS232 Connected,0,,G
11/10/2020,08:40:00,Level_950,0.10,in,G
11/10/2020,08:40:00,Flow_950,0.29,cfs,G
11/10/2020,08:40:10,RS232 Disconnected,0,,G
11/10/2020,08:40:00,Vel_950,4.84,fps,G
11/10/2020,08:45:00,PT Level,0.12,in,G
11/10/2020,08:45:00,PT Flow cfs,0.320,gpm,G
11/10/2020,08:45:04,RS232 Connected,0,,G
11/10/2020,08:45:00,Level_950,0.10,in,G
11/10/2020,08:45:00,Flow_950,0.29,cfs,G
11/10/2020,08:45:10,RS232 Disconnected,0,,G
11/10/2020,08:45:00,Vel_950,4.84,fps,G
11/10/2020,08:50:00,PT Level,0.11,in,G
11/10/2020,08:50:00,PT Flow cfs,0.255,gpm,G
11/10/2020,08:50:04,RS232 Connected,0,,G
11/10/2020,08:50:00,Level_950,0.10,in,G
11/10/2020,08:50:00,Flow_950,0.29,cfs,G
11/10/2020,08:50:10,RS232 Disconnected,0,,G
11/10/2020,08:50:00,Vel_950,4.84,fps,G
11/10/2020,08:55:00,PT Level,0.14,in,G
11/10/2020,08:55:00,PT Flow cfs,0.450,gpm,G
11/10/2020,08:55:04,RS232 Connected,0,,G
11/10/2020,08:55:00,Level_950,0.10,in,G
11/10/2020,08:55:00,Flow_950,0.29,cfs,G
11/10/2020,08:55:10,RS232 Disconnected,0,,G
11/10/2020,08:55:00,Vel_950,4.84,fps,G
11/10/2020,09:00:00,PT Level,0.13,in,G
11/10/2020,09:00:00,PT Flow cfs,0.385,gpm,G
11/10/2020,09:00:04,RS232 Connected,0,,G
11/10/2020,09:00:00,Battery_950,12.58,V,G
11/10/2020,09:00:00,Level_950,0.10,in,G
11/10/2020,09:00:00,Flow_950,0.29,cfs,G
11/10/2020,09:00:13,RS232 Disconnected,0,,G
11/10/2020,09:00:00,Vel_950,4.84,fps,G
11/10/2020,09:05:00,PT Level,0.11,in,G
11/10/2020,09:05:00,PT Flow cfs,0.255,gpm,G
11/10/2020,09:05:04,RS232 Connected,0,,G
11/10/2020,09:05:00,Level_950,0.10,in,G
11/10/2020,09:05:00,Flow_950,0.29,cfs,G
11/10/2020,09:05:10,RS232 Disconnected,0,,G
11/10/2020,09:05:00,Vel_950,4.84,fps,G
11/10/2020,09:10:00,PT Level,0.13,in,G
11/10/2020,09:10:00,PT Flow cfs,0.385,gpm,G
11/10/2020,09:10:04,RS232 Connected,0,,G
11/10/2020,09:10:00,Level_950,0.10,in,G
11/10/2020,09:10:00,Flow_950,0.29,cfs,G
11/10/2020,09:10:10,RS232 Disconnected,0,,G
11/10/2020,09:10:00,Vel_950,4.84,fps,G
11/10/2020,09:15:00,PT Level,0.14,in,G
11/10/2020,09:15:00,PT Flow cfs,0.450,gpm,G
11/10/2020,09:15:04,RS232 Connected,0,,G
11/10/2020,09:15:00,Level_950,0.10,in,G
11/10/2020,09:15:00,Flow_950,0.29,cfs,G
11/10/2020,09:15:10,RS232 Disconnected,0,,G
11/10/2020,09:15:00,Vel_950,4.84,fps,G
11/10/2020,09:20:00,PT Level,0.13,in,G
11/10/2020,09:20:00,PT Flow cfs,0.385,gpm,G
11/10/2020,09:20:04,RS232 Connected,0,,G
11/10/2020,09:20:00,Level_950,0.10,in,G
11/10/2020,09:20:00,Flow_950,0.29,cfs,G
11/10/2020,09:20:10,RS232 Disconnected,0,,G
11/10/2020,09:20:00,Vel_950,4.84,fps,G
11/10/2020,09:25:00,PT Level,0.14,in,G
11/10/2020,09:25:00,PT Flow cfs,0.450,gpm,G
11/10/2020,09:25:04,RS232 Connected,0,,G
11/10/2020,09:25:00,Level_950,0.10,in,G
11/10/2020,09:25:00,Flow_950,0.29,cfs,G
11/10/2020,09:25:10,RS232 Disconnected,0,,G
11/10/2020,09:25:00,Vel_950,4.84,fps,G
11/10/2020,09:30:00,PT Level,0.13,in,G
11/10/2020,09:30:00,PT Flow cfs,0.385,gpm,G
11/10/2020,09:30:04,RS232 Connected,0,,G
11/10/2020,09:30:00,Level_950,0.10,in,G
11/10/2020,09:30:00,Flow_950,0.29,cfs,G
11/10/2020,09:30:10,RS232 Disconnected,0,,G
11/10/2020,09:30:00,Vel_950,4.84,fps,G
11/10/2020,09:35:00,PT Level,0.15,in,G
11/10/2020,09:35:00,PT Flow cfs,0.515,gpm,G
11/10/2020,09:35:04,RS232 Connected,0,,G
11/10/2020,09:35:00,Level_950,0.10,in,G
11/10/2020,09:35:00,Flow_950,0.29,cfs,G
11/10/2020,09:35:10,RS232 Disconnected,0,,G
11/10/2020,09:35:00,Vel_950,4.84,fps,G
11/10/2020,09:40:00,PT Level,0.13,in,G
11/10/2020,09:40:00,PT Flow cfs,0.385,gpm,G
11/10/2020,09:40:04,RS232 Connected,0,,G
11/10/2020,09:40:00,Level_950,0.10,in,G
11/10/2020,09:40:00,Flow_950,0.29,cfs,G
11/10/2020,09:40:10,RS232 Disconnected,0,,G
11/10/2020,09:40:00,Vel_950,4.84,fps,G
11/10/2020,09:45:00,PT Level,0.13,in,G
11/10/2020,09:45:00,PT Flow cfs,0.385,gpm,G
11/10/2020,09:45:04,RS232 Connected,0,,G
11/10/2020,09:45:00,Level_950,0.10,in,G
11/10/2020,09:45:00,Flow_950,0.29,cfs,G
11/10/2020,09:45:10,RS232 Disconnected,0,,G
11/10/2020,09:45:00,Vel_950,4.84,fps,G
11/10/2020,09:50:00,PT Level,0.13,in,G
11/10/2020,09:50:00,PT Flow cfs,0.385,gpm,G
11/10/2020,09:50:04,RS232 Connected,0,,G
11/10/2020,09:50:00,Level_950,0.10,in,G
11/10/2020,09:50:00,Flow_950,0.29,cfs,G
11/10/2020,09:50:10,RS232 Disconnected,0,,G
11/10/2020,09:50:00,Vel_950,4.84,fps,G
11/10/2020,09:55:00,PT Level,0.14,in,G
11/10/2020,09:55:00,PT Flow cfs,0.450,gpm,G
11/10/2020,09:55:04,RS232 Connected,0,,G
11/10/2020,09:55:00,Level_950,0.10,in,G
11/10/2020,09:55:00,Flow_950,0.29,cfs,G
11/10/2020,09:55:10,RS232 Disconnected,0,,G
11/10/2020,09:55:00,Vel_950,4.84,fps,G
11/10/2020,10:00:00,PT Level,0.14,in,G
11/10/2020,10:00:00,PT Flow cfs,0.450,gpm,G
11/10/2020,10:00:04,RS232 Connected,0,,G
11/10/2020,10:00:00,Battery_950,12.58,V,G
11/10/2020,10:00:00,Level_950,0.10,in,G
11/10/2020,10:00:00,Flow_950,0.29,cfs,G
11/10/2020,10:00:13,RS232 Disconnected,0,,G
11/10/2020,10:00:00,Vel_950,4.84,fps,G
11/10/2020,10:05:00,PT Level,0.15,in,G
11/10/2020,10:05:00,PT Flow cfs,0.515,gpm,G
11/10/2020,10:05:04,RS232 Connected,0,,G
11/10/2020,10:05:00,Level_950,0.10,in,G
11/10/2020,10:05:00,Flow_950,0.29,cfs,G
11/10/2020,10:05:10,RS232 Disconnected,0,,G
11/10/2020,10:05:00,Vel_950,4.84,fps,G
11/10/2020,10:10:00,PT Level,0.14,in,G
11/10/2020,10:10:00,PT Flow cfs,0.450,gpm,G
11/10/2020,10:10:04,RS232 Connected,0,,G
11/10/2020,10:10:00,Level_950,0.10,in,G
11/10/2020,10:10:00,Flow_950,0.29,cfs,G
11/10/2020,10:10:10,RS232 Disconnected,0,,G
11/10/2020,10:10:00,Vel_950,4.84,fps,G
11/10/2020,10:15:00,PT Level,0.14,in,G
11/10/2020,10:15:00,PT Flow cfs,0.450,gpm,G
11/10/2020,10:15:04,RS232 Connected,0,,G
11/10/2020,10:15:00,Level_950,0.10,in,G
11/10/2020,10:15:00,Flow_950,0.29,cfs,G
11/10/2020,10:15:10,RS232 Disconnected,0,,G
11/10/2020,10:15:00,Vel_950,4.84,fps,G
11/10/2020,10:20:00,PT Level,0.13,in,G
11/10/2020,10:20:00,PT Flow cfs,0.385,gpm,G
11/10/2020,10:20:04,RS232 Connected,0,,G
11/10/2020,10:20:00,Level_950,0.10,in,G
11/10/2020,10:20:00,Flow_950,0.29,cfs,G
11/10/2020,10:20:10,RS232 Disconnected,0,,G
11/10/2020,10:20:00,Vel_950,4.84,fps,G
11/10/2020,10:25:00,PT Level,0.12,in,G
11/10/2020,10:25:00,PT Flow cfs,0.320,gpm,G
11/10/2020,10:25:04,RS232 Connected,0,,G
11/10/2020,10:25:00,Level_950,0.10,in,G
11/10/2020,10:25:00,Flow_950,0.29,cfs,G
11/10/2020,10:25:10,RS232 Disconnected,0,,G
11/10/2020,10:25:00,Vel_950,4.84,fps,G
11/10/2020,10:30:00,PT Level,0.12,in,G
11/10/2020,10:30:00,PT Flow cfs,0.320,gpm,G
11/10/2020,10:30:04,RS232 Connected,0,,G
11/10/2020,10:30:00,Level_950,0.10,in,G
11/10/2020,10:30:00,Flow_950,0.29,cfs,G
11/10/2020,10:30:10,RS232 Disconnected,0,,G
11/10/2020,10:30:00,Vel_950,4.84,fps,G
11/10/2020,10:35:00,PT Level,0.13,in,G
11/10/2020,10:35:00,PT Flow cfs,0.385,gpm,G
11/10/2020,10:35:04,RS232 Connected,0,,G
11/10/2020,10:35:00,Level_950,0.10,in,G
11/10/2020,10:35:00,Flow_950,0.29,cfs,G
11/10/2020,10:35:10,RS232 Disconnected,0,,G
11/10/2020,10:35:00,Vel_950,4.84,fps,G
11/10/2020,10:40:00,PT Level,0.14,in,G
11/10/2020,10:40:00,PT Flow cfs,0.450,gpm,G
11/10/2020,10:40:04,RS232 Connected,0,,G
11/10/2020,10:40:00,Level_950,0.10,in,G
11/10/2020,10:40:00,Flow_950,0.29,cfs,G
11/10/2020,10:40:10,RS232 Disconnected,0,,G
11/10/2020,10:40:00,Vel_950,4.84,fps,G
11/10/2020,10:45:00,PT Level,0.13,in,G
11/10/2020,10:45:00,PT Flow cfs,0.385,gpm,G
11/10/2020,10:45:04,RS232 Connected,0,,G
11/10/2020,10:45:00,Level_950,0.10,in,G
11/10/2020,10:45:00,Flow_950,0.29,cfs,G
11/10/2020,10:45:10,RS232 Disconnected,0,,G
11/10/2020,10:45:00,Vel_950,4.84,fps,G
11/10/2020,10:50:00,PT Level,0.14,in,G
11/10/2020,10:50:00,PT Flow cfs,0.450,gpm,G
11/10/2020,10:50:04,RS232 Connected,0,,G
11/10/2020,10:50:00,Level_950,0.10,in,G
11/10/2020,10:50:00,Flow_950,0.29,cfs,G
11/10/2020,10:50:10,RS232 Disconnected,0,,G
11/10/2020,10:50:00,Vel_950,4.84,fps,G
11/10/2020,10:55:00,PT Level,0.13,in,G
11/10/2020,10:55:00,PT Flow cfs,0.385,gpm,G
11/10/2020,10:55:04,RS232 Connected,0,,G
11/10/2020,10:55:00,Level_950,0.10,in,G
11/10/2020,10:55:00,Flow_950,0.29,cfs,G
11/10/2020,10:55:10,RS232 Disconnected,0,,G
11/10/2020,10:55:00,Vel_950,4.84,fps,G
11/10/2020,11:00:00,PT Level,0.14,in,G
11/10/2020,11:00:00,PT Flow cfs,0.450,gpm,G
11/10/2020,11:00:04,RS232 Connected,0,,G
11/10/2020,11:00:00,Battery_950,12.58,V,G
11/10/2020,11:00:00,Level_950,0.10,in,G
11/10/2020,11:00:00,Flow_950,0.29,cfs,G
11/10/2020,11:00:13,RS232 Disconnected,0,,G
11/10/2020,11:00:00,Vel_950,4.84,fps,G
11/10/2020,11:05:00,PT Level,0.14,in,G
11/10/2020,11:05:00,PT Flow cfs,0.450,gpm,G
11/10/2020,11:05:04,RS232 Connected,0,,G
11/10/2020,11:05:00,Level_950,0.10,in,G
11/10/2020,11:05:00,Flow_950,0.29,cfs,G
11/10/2020,11:05:10,RS232 Disconnected,0,,G
11/10/2020,11:05:00,Vel_950,4.84,fps,G
11/10/2020,11:10:00,PT Level,0.15,in,G
11/10/2020,11:10:00,PT Flow cfs,0.515,gpm,G
11/10/2020,11:10:04,RS232 Connected,0,,G
11/10/2020,11:10:00,Level_950,0.10,in,G
11/10/2020,11:10:00,Flow_950,0.29,cfs,G
11/10/2020,11:10:10,RS232 Disconnected,0,,G
11/10/2020,11:10:00,Vel_950,4.84,fps,G
11/10/2020,11:15:00,PT Level,0.14,in,G
11/10/2020,11:15:00,PT Flow cfs,0.450,gpm,G
11/10/2020,11:15:04,RS232 Connected,0,,G
11/10/2020,11:15:00,Level_950,0.10,in,G
11/10/2020,11:15:00,Flow_950,0.29,cfs,G
11/10/2020,11:15:10,RS232 Disconnected,0,,G
11/10/2020,11:15:00,Vel_950,4.84,fps,G
11/10/2020,11:20:00,PT Level,0.15,in,G
11/10/2020,11:20:00,PT Flow cfs,0.515,gpm,G
11/10/2020,11:20:04,RS232 Connected,0,,G
11/10/2020,11:20:00,Level_950,0.10,in,G
11/10/2020,11:20:00,Flow_950,0.29,cfs,G
11/10/2020,11:20:10,RS232 Disconnected,0,,G
11/10/2020,11:20:00,Vel_950,4.84,fps,G
11/10/2020,11:25:00,PT Level,0.13,in,G
11/10/2020,11:25:00,PT Flow cfs,0.385,gpm,G
11/10/2020,11:25:04,RS232 Connected,0,,G
11/10/2020,11:25:00,Level_950,0.10,in,G
11/10/2020,11:25:00,Flow_950,0.29,cfs,G
11/10/2020,11:25:10,RS232 Disconnected,0,,G
